# Truth table
# Generated from circuit NextStateControlUnit
# Exported on Tue May 02 16:04:46 CEST 2023

# Hints and Notes on Formatting:
# * You can edit this file then import it back into Logisim!
# * Anything after a '#' is a comment and will be ignored.
# * Blank lines and separator lines (e.g., ~~~~~~) are ignored.
# * Keep column names simple (no spaces, punctuation, etc.)
# * 'Name[N..0]' indicates an N+1 bit variable, whereas
#   'Name' by itself indicates a 1-bit variable.
# * You can use 'x' or '-' to indicate "don't care" for both
#   input and output bits.
# * You can use binary (e.g., '10100011xxxx') notation or
#   or hex (e.g., 'C3x'). Logisim will figure out which is which.

CurrentState[3..0] Op[5..0] Overflow | NextState[3..0]
       0110         111010     1     |      0111      
       0110         111011     0     |      0111      
       0110         111011     1     |      0111      
       0110         111100     0     |      0111      
       0110         111100     1     |      0111      
       0110         111101     0     |      0111      
       0110         111101     1     |      0111      
       0110         111110     0     |      0111      
       0110         111110     1     |      0111      
       0110         111111     0     |      0111      
       0110         111111     1     |      0111      
       0111         000000     0     |      0000      
       0111         000000     1     |      0000      
       0111         000001     0     |      0000      
       0111         000001     1     |      0000      
       0111         000010     0     |      0000      
       0111         000010     1     |      0000      
       0111         000011     0     |      0000      
       0111         000011     1     |      0000      
       0111         000100     0     |      0000      
       0111         000100     1     |      0000      
       0111         000101     0     |      0000      
       0111         000101     1     |      0000      
       0111         000110     0     |      0000      
       0111         000110     1     |      0000      
       0111         000111     0     |      0000      
       0111         000111     1     |      0000      
       0111         001000     0     |      0000      
       0111         001000     1     |      0000      
       0111         001001     0     |      0000      
       0111         001001     1     |      0000      
       0111         001010     0     |      0000      
       0111         001010     1     |      0000      
       0111         001011     0     |      0000      
       0111         001011     1     |      0000      
       0111         001100     0     |      0000      
       0111         001100     1     |      0000      
       0111         001101     0     |      0000      
       0111         001101     1     |      0000      
       0111         001110     0     |      0000      
       0111         001110     1     |      0000      
       0111         001111     0     |      0000      
       0111         001111     1     |      0000      
       0111         010000     0     |      0000      
       0111         010000     1     |      0000      
       0111         010001     0     |      0000      
       0111         010001     1     |      0000      
       0111         010010     0     |      0000      
       0111         010010     1     |      0000      
       0111         010011     0     |      0000      
       0111         010011     1     |      0000      
       0111         010100     0     |      0000      
       0111         010100     1     |      0000      
       0111         010101     0     |      0000      
       0111         010101     1     |      0000      
       0111         010110     0     |      0000      
       0111         010110     1     |      0000      
       0111         010111     0     |      0000      
       0111         010111     1     |      0000      
       0111         011000     0     |      0000      
       0111         011000     1     |      0000      
       0111         011001     0     |      0000      
       0111         011001     1     |      0000      
       0111         011010     0     |      0000      
       0111         011010     1     |      0000      
       0111         011011     0     |      0000      
       0111         011011     1     |      0000      
       0111         011100     0     |      0000      
       0111         011100     1     |      0000      
       0111         011101     0     |      0000      
       0111         011101     1     |      0000      
       0111         011110     0     |      0000      
       0111         011110     1     |      0000      
       0111         011111     0     |      0000      
       0111         011111     1     |      0000      
       0111         100000     0     |      0000      
       0111         100000     1     |      0000      
       0111         100001     0     |      0000      
       0111         100001     1     |      0000      
       0111         100010     0     |      0000      
       0111         100010     1     |      0000      
       0111         100011     0     |      0000      
       0111         100011     1     |      0000      
       0111         100100     0     |      0000      
       0111         100100     1     |      0000      
       0111         100101     0     |      0000      
       0111         100101     1     |      0000      
       0111         100110     0     |      0000      
       0111         100110     1     |      0000      
       0111         100111     0     |      0000      
       0111         100111     1     |      0000      
       0111         101000     0     |      0000      
       0111         101000     1     |      0000      
       0111         101001     0     |      0000      
       0111         101001     1     |      0000      
       0111         101010     0     |      0000      
       0111         101010     1     |      0000      
       0111         101011     0     |      0000      
       0111         101011     1     |      0000      
       0111         101100     0     |      0000      
       0111         101100     1     |      0000      
       0111         101101     0     |      0000      
       0111         101101     1     |      0000      
       0111         101110     0     |      0000      
       0111         101110     1     |      0000      
       0111         101111     0     |      0000      
       0111         101111     1     |      0000      
       0111         110000     0     |      0000      
       0111         110000     1     |      0000      
       0111         110001     0     |      0000      
       0111         110001     1     |      0000      
       0111         110010     0     |      0000      
       0111         110010     1     |      0000      
       0111         110011     0     |      0000      
       0111         110011     1     |      0000      
       0111         110100     0     |      0000      
       0111         110100     1     |      0000      
       0111         110101     0     |      0000      
       0111         110101     1     |      0000      
       0111         110110     0     |      0000      
       0111         110110     1     |      0000      
       0111         110111     0     |      0000      
       0111         110111     1     |      0000      
       0111         111000     0     |      0000      
       0111         111000     1     |      0000      
       0111         111001     0     |      0000      
       0111         111001     1     |      0000      
       0111         111010     0     |      0000      
       0111         111010     1     |      0000      
       0111         111011     0     |      0000      
       0111         111011     1     |      0000      
       0111         111100     0     |      0000      
       0111         111100     1     |      0000      
       0111         111101     0     |      0000      
       0111         111101     1     |      0000      
       0111         111110     0     |      0000      
       0111         111110     1     |      0000      
       0111         111111     0     |      0000      
       0111         111111     1     |      0000      
       1000         000000     0     |      0000      
       1000         000000     1     |      0000      
       1000         000001     0     |      0000      
       1000         000001     1     |      0000      
       1000         000010     0     |      0000      
       1000         000010     1     |      0000      
       1000         000011     0     |      0000      
       1000         000011     1     |      0000      
       1000         000100     0     |      0000      
       1000         000100     1     |      0000      
       1000         000101     0     |      0000      
       1000         000101     1     |      0000      
       1000         000110     0     |      0000      
       1000         000110     1     |      0000      
       1000         000111     0     |      0000      
       1000         000111     1     |      0000      
       1000         001000     0     |      0000      
       1000         001000     1     |      0000      
       1000         001001     0     |      0000      
       1000         001001     1     |      0000      
       1000         001010     0     |      0000      
       1000         001010     1     |      0000      
       1000         001011     0     |      0000      
       1000         001011     1     |      0000      
       1000         001100     0     |      0000      
       1000         001100     1     |      0000      
       1000         001101     0     |      0000      
       1000         001101     1     |      0000      
       1000         001110     0     |      0000      
       1000         001110     1     |      0000      
       1000         001111     0     |      0000      
       1000         001111     1     |      0000      
       1000         010000     0     |      0000      
       1000         010000     1     |      0000      
       1000         010001     0     |      0000      
       1000         010001     1     |      0000      
       1000         010010     0     |      0000      
       1000         010010     1     |      0000      
       1000         010011     0     |      0000      
       1000         010011     1     |      0000      
       1000         010100     0     |      0000      
       1000         010100     1     |      0000      
       1000         010101     0     |      0000      
       1000         010101     1     |      0000      
       1000         010110     0     |      0000      
       1000         010110     1     |      0000      
       1000         010111     0     |      0000      
       1000         010111     1     |      0000      
       1000         011000     0     |      0000      
       1000         011000     1     |      0000      
       1000         011001     0     |      0000      
       1000         011001     1     |      0000      
       1000         011010     0     |      0000      
       1000         011010     1     |      0000      
       1000         011011     0     |      0000      
       1000         011011     1     |      0000      
       1000         011100     0     |      0000      
       1000         011100     1     |      0000      
       1000         011101     0     |      0000      
       1000         011101     1     |      0000      
       1000         011110     0     |      0000      
       1000         011110     1     |      0000      
       1000         011111     0     |      0000      
       1000         011111     1     |      0000      
       1000         100000     0     |      0000      
       1000         100000     1     |      0000      
       1000         100001     0     |      0000      
       1000         100001     1     |      0000      
       1000         100010     0     |      0000      
       1000         100010     1     |      0000      
       1000         100011     0     |      0000      
       1000         100011     1     |      0000      
       1000         100100     0     |      0000      
       1000         100100     1     |      0000      
       1000         100101     0     |      0000      
       1000         100101     1     |      0000      
       1000         100110     0     |      0000      
       1000         100110     1     |      0000      
       1000         100111     0     |      0000      
       1000         100111     1     |      0000      
       1000         101000     0     |      0000      
       1000         101000     1     |      0000      
       1000         101001     0     |      0000      
       1000         101001     1     |      0000      
       1000         101010     0     |      0000      
       1000         101010     1     |      0000      
       1000         101011     0     |      0000      
       1000         101011     1     |      0000      
       1000         101100     0     |      0000      
       1000         101100     1     |      0000      
       1000         101101     0     |      0000      
       1000         101101     1     |      0000      
       1000         101110     0     |      0000      
       1000         101110     1     |      0000      
       1000         101111     0     |      0000      
       1000         101111     1     |      0000      
       1000         110000     0     |      0000      
       1000         110000     1     |      0000      
       1000         110001     0     |      0000      
       1000         110001     1     |      0000      
       1000         110010     0     |      0000      
       1000         110010     1     |      0000      
       1000         110011     0     |      0000      
       1000         110011     1     |      0000      
       1000         110100     0     |      0000      
       1000         110100     1     |      0000      
       1000         110101     0     |      0000      
       1000         110101     1     |      0000      
       1000         110110     0     |      0000      
       1000         110110     1     |      0000      
       1000         110111     0     |      0000      
       1000         110111     1     |      0000      
       1000         111000     0     |      0000      
       1000         111000     1     |      0000      
       1000         111001     0     |      0000      
       1000         111001     1     |      0000      
       1000         111010     0     |      0000      
       1000         111010     1     |      0000      
       1000         111011     0     |      0000      
       1000         111011     1     |      0000      
       1000         111100     0     |      0000      
       1000         111100     1     |      0000      
       1000         111101     0     |      0000      
       1000         111101     1     |      0000      
       1000         111110     0     |      0000      
       1000         111110     1     |      0000      
       1000         111111     0     |      0000      
       1000         111111     1     |      0000      
       1001         000000     0     |      0000      
       1001         000000     1     |      0000      
       1001         000001     0     |      0000      
       1001         000001     1     |      0000      
       1001         000010     0     |      0000      
       1001         000010     1     |      0000      
       1001         000011     0     |      0000      
       1001         000011     1     |      0000      
       1001         000100     0     |      0000      
       1001         000100     1     |      0000      
       1001         000101     0     |      0000      
       1001         000101     1     |      0000      
       1001         000110     0     |      0000      
       1001         000110     1     |      0000      
       1001         000111     0     |      0000      
       1001         000111     1     |      0000      
       1001         001000     0     |      0000      
       1001         001000     1     |      0000      
       1001         001001     0     |      0000      
       1001         001001     1     |      0000      
       1001         001010     0     |      0000      
       1001         001010     1     |      0000      
       1001         001011     0     |      0000      
       1001         001011     1     |      0000      
       1001         001100     0     |      0000      
       1001         001100     1     |      0000      
       1001         001101     0     |      0000      
       1001         001101     1     |      0000      
       1001         001110     0     |      0000      
       1001         001110     1     |      0000      
       1001         001111     0     |      0000      
       1001         001111     1     |      0000      
       1001         010000     0     |      0000      
       1001         010000     1     |      0000      
       1001         010001     0     |      0000      
       1001         010001     1     |      0000      
       1001         010010     0     |      0000      
       1001         010010     1     |      0000      
       1001         010011     0     |      0000      
       1001         010011     1     |      0000      
       1001         010100     0     |      0000      
       1001         010100     1     |      0000      
       1001         010101     0     |      0000      
       1001         010101     1     |      0000      
       1001         010110     0     |      0000      
       1001         010110     1     |      0000      
       1001         010111     0     |      0000      
       1001         010111     1     |      0000      
       1001         011000     0     |      0000      
       1001         011000     1     |      0000      
       1001         011001     0     |      0000      
       1001         011001     1     |      0000      
       1001         011010     0     |      0000      
       1001         011010     1     |      0000      
       1001         011011     0     |      0000      
       1001         011011     1     |      0000      
       1001         011100     0     |      0000      
       1001         011100     1     |      0000      
       1001         011101     0     |      0000      
       1001         011101     1     |      0000      
       1001         011110     0     |      0000      
       1001         011110     1     |      0000      
       1001         011111     0     |      0000      
       1001         011111     1     |      0000      
       1001         100000     0     |      0000      
       1001         100000     1     |      0000      
       1001         100001     0     |      0000      
       1001         100001     1     |      0000      
       1001         100010     0     |      0000      
       1001         100010     1     |      0000      
       1001         100011     0     |      0000      
       1001         100011     1     |      0000      
       1001         100100     0     |      0000      
       1001         100100     1     |      0000      
       1001         100101     0     |      0000      
       1001         100101     1     |      0000      
       1001         100110     0     |      0000      
       1001         100110     1     |      0000      
       1001         100111     0     |      0000      
       1001         100111     1     |      0000      
       1001         101000     0     |      0000      
       1001         101000     1     |      0000      
       1001         101001     0     |      0000      
       1001         101001     1     |      0000      
       1001         101010     0     |      0000      
       1001         101010     1     |      0000      
       1001         101011     0     |      0000      
       1001         101011     1     |      0000      
       1001         101100     0     |      0000      
       1001         101100     1     |      0000      
       1001         101101     0     |      0000      
       1001         101101     1     |      0000      
       1001         101110     0     |      0000      
       1001         101110     1     |      0000      
       1001         101111     0     |      0000      
       1001         101111     1     |      0000      
       1001         110000     0     |      0000      
       1001         110000     1     |      0000      
       1001         110001     0     |      0000      
       1001         110001     1     |      0000      
       1001         110010     0     |      0000      
       1001         110010     1     |      0000      
       1001         110011     0     |      0000      
       1001         110011     1     |      0000      
       1001         110100     0     |      0000      
       1001         110100     1     |      0000      
       1001         110101     0     |      0000      
       1001         110101     1     |      0000      
       1001         110110     0     |      0000      
       1001         110110     1     |      0000      
       1001         110111     0     |      0000      
       1001         110111     1     |      0000      
       1001         111000     0     |      0000      
       1001         111000     1     |      0000      
       1001         111001     0     |      0000      
       1001         111001     1     |      0000      
       1001         111010     0     |      0000      
       1001         111010     1     |      0000      
       1001         111011     0     |      0000      
       1001         111011     1     |      0000      
       1001         111100     0     |      0000      
       1001         111100     1     |      0000      
       1001         111101     0     |      0000      
       1001         111101     1     |      0000      
       1001         111110     0     |      0000      
       1001         111110     1     |      0000      
       1001         111111     0     |      0000      
       1001         111111     1     |      0000      
       1010         000000     0     |      0000      
       1010         000000     1     |      0000      
       1010         000001     0     |      0000      
       1010         000001     1     |      0000      
       1010         000010     0     |      0000      
       1010         000010     1     |      0000      
       1010         000011     0     |      0000      
       1010         000011     1     |      0000      
       1010         000100     0     |      0000      
       1010         000100     1     |      0000      
       1010         000101     0     |      0000      
       1010         000101     1     |      0000      
       1010         000110     0     |      0000      
       1010         000110     1     |      0000      
       1010         000111     0     |      0000      
       1010         000111     1     |      0000      
       1010         001000     0     |      0000      
       1010         001000     1     |      0000      
       1010         001001     0     |      0000      
       1010         001001     1     |      0000      
       1010         001010     0     |      0000      
       1010         001010     1     |      0000      
       1010         001011     0     |      0000      
       1010         001011     1     |      0000      
       1010         001100     0     |      0000      
       1010         001100     1     |      0000      
       1010         001101     0     |      0000      
       1010         001101     1     |      0000      
       1010         001110     0     |      0000      
       1010         001110     1     |      0000      
       1010         001111     0     |      0000      
       1010         001111     1     |      0000      
       1010         010000     0     |      0000      
       1010         010000     1     |      0000      
       1010         010001     0     |      0000      
       1010         010001     1     |      0000      
       1010         010010     0     |      0000      
       1010         010010     1     |      0000      
       1010         010011     0     |      0000      
       1010         010011     1     |      0000      
       1010         010100     0     |      0000      
       1010         010100     1     |      0000      
       1010         010101     0     |      0000      
       1010         010101     1     |      0000      
       1010         010110     0     |      0000      
       1010         010110     1     |      0000      
       1010         010111     0     |      0000      
       1010         010111     1     |      0000      
       1010         011000     0     |      0000      
       1010         011000     1     |      0000      
       1010         011001     0     |      0000      
       1010         011001     1     |      0000      
       1010         011010     0     |      0000      
       1010         011010     1     |      0000      
       1010         011011     0     |      0000      
       1010         011011     1     |      0000      
       1010         011100     0     |      0000      
       1010         011100     1     |      0000      
       1010         011101     0     |      0000      
       1010         011101     1     |      0000      
       1010         011110     0     |      0000      
       1010         011110     1     |      0000      
       1010         011111     0     |      0000      
       1010         011111     1     |      0000      
       1010         100000     0     |      0000      
       1010         100000     1     |      0000      
       1010         100001     0     |      0000      
       1010         100001     1     |      0000      
       1010         100010     0     |      0000      
       1010         100010     1     |      0000      
       1010         100011     0     |      0000      
       1010         100011     1     |      0000      
       1010         100100     0     |      0000      
       1010         100100     1     |      0000      
       1010         100101     0     |      0000      
       1010         100101     1     |      0000      
       1010         100110     0     |      0000      
       1010         100110     1     |      0000      
       1010         100111     0     |      0000      
       1010         100111     1     |      0000      
       1010         101000     0     |      0000      
       1010         101000     1     |      0000      
       1010         101001     0     |      0000      
       1010         101001     1     |      0000      
       1010         101010     0     |      0000      
       1010         101010     1     |      0000      
       1010         101011     0     |      0000      
       1010         101011     1     |      0000      
       1010         101100     0     |      0000      
       1010         101100     1     |      0000      
       1010         101101     0     |      0000      
       1010         101101     1     |      0000      
       1010         101110     0     |      0000      
       1010         101110     1     |      0000      
       1010         101111     0     |      0000      
       1010         101111     1     |      0000      
       1010         110000     0     |      0000      
       1010         110000     1     |      0000      
       1010         110001     0     |      0000      
       1010         110001     1     |      0000      
       1010         110010     0     |      0000      
       1010         110010     1     |      0000      
       1010         110011     0     |      0000      
       1010         110011     1     |      0000      
       1010         110100     0     |      0000      
       1010         110100     1     |      0000      
       1010         110101     0     |      0000      
       1010         110101     1     |      0000      
       1010         110110     0     |      0000      
       1010         110110     1     |      0000      
       1010         110111     0     |      0000      
       1010         110111     1     |      0000      
       1010         111000     0     |      0000      
       1010         111000     1     |      0000      
       1010         111001     0     |      0000      
       1010         111001     1     |      0000      
       1010         111010     0     |      0000      
       1010         111010     1     |      0000      
       1010         111011     0     |      0000      
       1010         111011     1     |      0000      
       1010         111100     0     |      0000      
       1010         111100     1     |      0000      
       1010         111101     0     |      0000      
       1010         111101     1     |      0000      
       1010         111110     0     |      0000      
       1010         111110     1     |      0000      
       1010         111111     0     |      0000      
       1010         111111     1     |      0000      
       1011         000000     0     |      0000      
       1011         000000     1     |      0000      
       1011         000001     0     |      0000      
       1011         000001     1     |      0000      
       1011         000010     0     |      0000      
       1011         000010     1     |      0000      
       1011         000011     0     |      0000      
       1011         000011     1     |      0000      
       1011         000100     0     |      0000      
       1011         000100     1     |      0000      
       1011         000101     0     |      0000      
       1011         000101     1     |      0000      
       1011         000110     0     |      0000      
       1011         000110     1     |      0000      
       1011         000111     0     |      0000      
       1011         000111     1     |      0000      
       1011         001000     0     |      0000      
       1011         001000     1     |      0000      
       1011         001001     0     |      0000      
       1011         001001     1     |      0000      
       1011         001010     0     |      0000      
       1011         001010     1     |      0000      
       1011         001011     0     |      0000      
       1011         001011     1     |      0000      
       1011         001100     0     |      0000      
       1011         001100     1     |      0000      
       1011         001101     0     |      0000      
       1011         001101     1     |      0000      
       1011         001110     0     |      0000      
       1011         001110     1     |      0000      
       1011         001111     0     |      0000      
       1011         001111     1     |      0000      
       1011         010000     0     |      0000      
       1011         010000     1     |      0000      
       1011         010001     0     |      0000      
       1011         010001     1     |      0000      
       1011         010010     0     |      0000      
       1011         010010     1     |      0000      
       1011         010011     0     |      0000      
       1011         010011     1     |      0000      
       1011         010100     0     |      0000      
       1011         010100     1     |      0000      
       1011         010101     0     |      0000      
       1011         010101     1     |      0000      
       1011         010110     0     |      0000      
       1011         010110     1     |      0000      
       1011         010111     0     |      0000      
       1011         010111     1     |      0000      
       1011         011000     0     |      0000      
       1011         011000     1     |      0000      
       1011         011001     0     |      0000      
       1011         011001     1     |      0000      
       1011         011010     0     |      0000      
       1011         011010     1     |      0000      
       1011         011011     0     |      0000      
       1011         011011     1     |      0000      
       1011         011100     0     |      0000      
       1011         011100     1     |      0000      
       1011         011101     0     |      0000      
       1011         011101     1     |      0000      
       1011         011110     0     |      0000      
       1011         011110     1     |      0000      
       1011         011111     0     |      0000      
       1011         011111     1     |      0000      
       1011         100000     0     |      0000      
       1011         100000     1     |      0000      
       1011         100001     0     |      0000      
       1011         100001     1     |      0000      
       1011         100010     0     |      0000      
       1011         100010     1     |      0000      
       1011         100011     0     |      0000      
       1011         100011     1     |      0000      
       1011         100100     0     |      0000      
       1011         100100     1     |      0000      
       1011         100101     0     |      0000      
       1011         100101     1     |      0000      
       1011         100110     0     |      0000      
       1011         100110     1     |      0000      
       1011         100111     0     |      0000      
       1011         100111     1     |      0000      
       1011         101000     0     |      0000      
       1011         101000     1     |      0000      
       1011         101001     0     |      0000      
       1011         101001     1     |      0000      
       1011         101010     0     |      0000      
       1011         101010     1     |      0000      
       1011         101011     0     |      0000      
       1011         101011     1     |      0000      
       1011         101100     0     |      0000      
       1011         101100     1     |      0000      
       1011         101101     0     |      0000      
       1011         101101     1     |      0000      
       1011         101110     0     |      0000      
       1011         101110     1     |      0000      
       1011         101111     0     |      0000      
       1011         101111     1     |      0000      
       1011         110000     0     |      0000      
       1011         110000     1     |      0000      
       1011         110001     0     |      0000      
       1011         110001     1     |      0000      
       1011         110010     0     |      0000      
       1011         110010     1     |      0000      
       1011         110011     0     |      0000      
       1011         110011     1     |      0000      
       1011         110100     0     |      0000      
       1011         110100     1     |      0000      
       1011         110101     0     |      0000      
       1011         110101     1     |      0000      
       1011         110110     0     |      0000      
       1011         110110     1     |      0000      
       1011         110111     0     |      0000      
       1011         110111     1     |      0000      
       1011         111000     0     |      0000      
       1011         111000     1     |      0000      
       1011         111001     0     |      0000      
       1011         111001     1     |      0000      
       1011         111010     0     |      0000      
       1011         111010     1     |      0000      
       1011         111011     0     |      0000      
       1011         111011     1     |      0000      
       1011         111100     0     |      0000      
       1011         111100     1     |      0000      
       1011         111101     0     |      0000      
       1011         111101     1     |      0000      
       1011         111110     0     |      0000      
       1011         111110     1     |      0000      
       1011         111111     0     |      0000      
       1011         111111     1     |      0000      
       1100         000000     0     |      0000      
       1100         000000     1     |      0000      
       1100         000001     0     |      0000      
       1100         000001     1     |      0000      
       1100         000010     0     |      0000      
       1100         000010     1     |      0000      
       1100         000011     0     |      0000      
       1100         000011     1     |      0000      
       1100         000100     0     |      0000      
       1100         000100     1     |      0000      
       1100         000101     0     |      0000      
       1100         000101     1     |      0000      
       1100         000110     0     |      0000      
       1100         000110     1     |      0000      
       1100         000111     0     |      0000      
       1100         000111     1     |      0000      
       1100         001000     0     |      0000      
       1100         001000     1     |      0000      
       1100         001001     0     |      0000      
       1100         001001     1     |      0000      
       1100         001010     0     |      0000      
       1100         001010     1     |      0000      
       1100         001011     0     |      0000      
       1100         001011     1     |      0000      
       1100         001100     0     |      0000      
       1100         001100     1     |      0000      
       1100         001101     0     |      0000      
       1100         001101     1     |      0000      
       1100         001110     0     |      0000      
       1100         001110     1     |      0000      
       1100         001111     0     |      0000      
       1100         001111     1     |      0000      
       1100         010000     0     |      0000      
       1100         010000     1     |      0000      
       1100         010001     0     |      0000      
       1100         010001     1     |      0000      
       1100         010010     0     |      0000      
       1100         010010     1     |      0000      
       1100         010011     0     |      0000      
       1100         010011     1     |      0000      
       1100         010100     0     |      0000      
       1100         010100     1     |      0000      
       1100         010101     0     |      0000      
       1100         010101     1     |      0000      
       1100         010110     0     |      0000      
       1100         010110     1     |      0000      
       1100         010111     0     |      0000      
       1100         010111     1     |      0000      
       1100         011000     0     |      0000      
       1100         011000     1     |      0000      
       1100         011001     0     |      0000      
       1100         011001     1     |      0000      
       1100         011010     0     |      0000      
       1100         011010     1     |      0000      
       1100         011011     0     |      0000      
       1100         011011     1     |      0000      
       1100         011100     0     |      0000      
       1100         011100     1     |      0000      
       1100         011101     0     |      0000      
       1100         011101     1     |      0000      
       1100         011110     0     |      0000      
       1100         011110     1     |      0000      
       1100         011111     0     |      0000      
       1100         011111     1     |      0000      
       1100         100000     0     |      0000      
       1100         100000     1     |      0000      
       1100         100001     0     |      0000      
       1100         100001     1     |      0000      
       1100         100010     0     |      0000      
       1100         100010     1     |      0000      
       1100         100011     0     |      0000      
       1100         100011     1     |      0000      
       1100         100100     0     |      0000      
       1100         100100     1     |      0000      
       1100         100101     0     |      0000      
       1100         100101     1     |      0000      
       1100         100110     0     |      0000      
       1100         100110     1     |      0000      
       1100         100111     0     |      0000      
       1100         100111     1     |      0000      
       1100         101000     0     |      0000      
       1100         101000     1     |      0000      
       1100         101001     0     |      0000      
       1100         101001     1     |      0000      
       1100         101010     0     |      0000      
       1100         101010     1     |      0000      
       1100         101011     0     |      0000      
       1100         101011     1     |      0000      
       1100         101100     0     |      0000      
       1100         101100     1     |      0000      
       1100         101101     0     |      0000      
       1100         101101     1     |      0000      
       1100         101110     0     |      0000      
       1100         101110     1     |      0000      
       1100         101111     0     |      0000      
       1100         101111     1     |      0000      
       1100         110000     0     |      0000      
       1100         110000     1     |      0000      
       1100         110001     0     |      0000      
       1100         110001     1     |      0000      
       1100         110010     0     |      0000      
       1100         110010     1     |      0000      
       1100         110011     0     |      0000      
       1100         110011     1     |      0000      
       1100         110100     0     |      0000      
       1100         110100     1     |      0000      
       1100         110101     0     |      0000      
       1100         110101     1     |      0000      
       1100         110110     0     |      0000      
       1100         110110     1     |      0000      
       1100         110111     0     |      0000      
       1100         110111     1     |      0000      
       1100         111000     0     |      0000      
       1100         111000     1     |      0000      
       1100         111001     0     |      0000      
       1100         111001     1     |      0000      
       1100         111010     0     |      0000      
       1100         111010     1     |      0000      
       1100         111011     0     |      0000      
       1100         111011     1     |      0000      
       1100         111100     0     |      0000      
       1100         111100     1     |      0000      
       1100         111101     0     |      0000      
       1100         111101     1     |      0000      
       1100         111110     0     |      0000      
       1100         111110     1     |      0000      
       1100         111111     0     |      0000      
       1100         111111     1     |      0000      
       1101         000000     0     |      0000      
       1101         000000     1     |      0000      
       1101         000001     0     |      0000      
       1101         000001     1     |      0000      
       1101         000010     0     |      0000      
       1101         000010     1     |      0000      
       1101         000011     0     |      0000      
       1101         000011     1     |      0000      
       1101         000100     0     |      0000      
       1101         000100     1     |      0000      
       1101         000101     0     |      0000      
       1101         000101     1     |      0000      
       1101         000110     0     |      0000      
       1101         000110     1     |      0000      
       1101         000111     0     |      0000      
       1101         000111     1     |      0000      
       1101         001000     0     |      0000      
       1101         001000     1     |      0000      
       1101         001001     0     |      0000      
       1101         001001     1     |      0000      
       1101         001010     0     |      0000      
       1101         001010     1     |      0000      
       1101         001011     0     |      0000      
       1101         001011     1     |      0000      
       1101         001100     0     |      0000      
       1101         001100     1     |      0000      
       1101         001101     0     |      0000      
       1101         001101     1     |      0000      
       1101         001110     0     |      0000      
       1101         001110     1     |      0000      
       1101         001111     0     |      0000      
       1101         001111     1     |      0000      
       1101         010000     0     |      0000      
       1101         010000     1     |      0000      
       1101         010001     0     |      0000      
       1101         010001     1     |      0000      
       1101         010010     0     |      0000      
       1101         010010     1     |      0000      
       1101         010011     0     |      0000      
       1101         010011     1     |      0000      
       1101         010100     0     |      0000      
       1101         010100     1     |      0000      
       1101         010101     0     |      0000      
       1101         010101     1     |      0000      
       1101         010110     0     |      0000      
       1101         010110     1     |      0000      
       1101         010111     0     |      0000      
       1101         010111     1     |      0000      
       1101         011000     0     |      0000      
       1101         011000     1     |      0000      
       1101         011001     0     |      0000      
       1101         011001     1     |      0000      
       1101         011010     0     |      0000      
       1101         011010     1     |      0000      
       1101         011011     0     |      0000      
       1101         011011     1     |      0000      
       1101         011100     0     |      0000      
       1101         011100     1     |      0000      
       1101         011101     0     |      0000      
       1101         011101     1     |      0000      
       1101         011110     0     |      0000      
       1101         011110     1     |      0000      
       1101         011111     0     |      0000      
       1101         011111     1     |      0000      
       1101         100000     0     |      0000      
       1101         100000     1     |      0000      
       1101         100001     0     |      0000      
       1101         100001     1     |      0000      
       1101         100010     0     |      0000      
       1101         100010     1     |      0000      
       1101         100011     0     |      0000      
       1101         100011     1     |      0000      
       1101         100100     0     |      0000      
       1101         100100     1     |      0000      
       1101         100101     0     |      0000      
       1101         100101     1     |      0000      
       1101         100110     0     |      0000      
       1101         100110     1     |      0000      
       1101         100111     0     |      0000      
       1101         100111     1     |      0000      
       1101         101000     0     |      0000      
       1101         101000     1     |      0000      
       1101         101001     0     |      0000      
       1101         101001     1     |      0000      
       1101         101010     0     |      0000      
       1101         101010     1     |      0000      
       1101         101011     0     |      0000      
       1101         101011     1     |      0000      
       1101         101100     0     |      0000      
       1101         101100     1     |      0000      
       1101         101101     0     |      0000      
       1101         101101     1     |      0000      
       1101         101110     0     |      0000      
       1101         101110     1     |      0000      
       1101         101111     0     |      0000      
       1101         101111     1     |      0000      
       1101         110000     0     |      0000      
       1101         110000     1     |      0000      
       1101         110001     0     |      0000      
       1101         110001     1     |      0000      
       1101         110010     0     |      0000      
       1101         110010     1     |      0000      
       1101         110011     0     |      0000      
       1101         110011     1     |      0000      
       1101         110100     0     |      0000      
       1101         110100     1     |      0000      
       1101         110101     0     |      0000      
       1101         110101     1     |      0000      
       1101         110110     0     |      0000      
       1101         110110     1     |      0000      
       1101         110111     0     |      0000      
       1101         110111     1     |      0000      
       1101         111000     0     |      0000      
       1101         111000     1     |      0000      
       1101         111001     0     |      0000      
       1101         111001     1     |      0000      
       1101         111010     0     |      0000      
       1101         111010     1     |      0000      
       1101         111011     0     |      0000      
       1101         111011     1     |      0000      
       1101         111100     0     |      0000      
       1101         111100     1     |      0000      
       1101         111101     0     |      0000      
       1101         111101     1     |      0000      
       1101         111110     0     |      0000      
       1101         111110     1     |      0000      
       1101         111111     0     |      0000      
       1101         111111     1     |      0000      
       1110         000000     0     |      0110      
       1110         000000     1     |      0110      
       1110         000001     0     |      0110      
       1110         000001     1     |      0110      
